sourceAssetPath,sourcePack,observedModelIdentity,bucket,reason,proposedWeaponFamily,handedness,likelyFireMode,visualDistinctness,variantGroup,materialCount,rendererCount,geometryEstimate,boundsX,boundsY,boundsZ,longestAxis,gripAvailability,muzzleAvailability,toonCompatibility,shaders,recommendedDisposition,evidenceReference
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Combo/Optic_L_2.prefab,SeriesV4,Optic_L_2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,3596,0.0663,0.1008,0.3198,0.3198,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_AA.prefab,SeriesV4,Optic_AA,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1728,0.0563,0.0708,0.0663,0.0708,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_AB.prefab,SeriesV4,Optic_AB,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,2440,0.0510,0.0543,0.0420,0.0543,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_AC.prefab,SeriesV4,Optic_AC,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1120,0.0490,0.0520,0.0507,0.0520,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_AD.prefab,SeriesV4,Optic_AD,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,3200,0.0550,0.0623,0.0350,0.0623,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_AE.prefab,SeriesV4,Optic_AE,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,1860,0.0590,0.0604,0.0400,0.0604,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_AH.prefab,SeriesV4,Optic_AH,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1926,0.0500,0.0358,0.0595,0.0595,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_AO.prefab,SeriesV4,Optic_AO,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,1622,0.0513,0.0508,0.0655,0.0655,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_G.prefab,SeriesV4,Optic_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,2416,0.0575,0.0625,0.0438,0.0625,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_G_2.prefab,SeriesV4,Optic_G_2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,2436,0.0575,0.0695,0.0438,0.0695,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_G.prefab,SeriesV4,Optic_Pistol_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,1084,0.0390,0.0579,0.0727,0.0727,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_H.prefab,SeriesV4,Optic_Pistol_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,1586,0.0389,0.0699,0.0739,0.0739,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_I.prefab,SeriesV4,Optic_Pistol_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,850,0.0349,0.0454,0.0753,0.0753,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_L.prefab,SeriesV4,Optic_Recon_L,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,2550,0.0813,0.1294,0.4256,0.4256,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_M.prefab,SeriesV4,Optic_Recon_M,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,4,4,4520,0.0713,0.1463,0.5918,0.5918,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_N.prefab,SeriesV4,Optic_Recon_N,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,4566,0.0900,0.1363,0.4888,0.4888,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_O.prefab,SeriesV4,Optic_Recon_O,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,3,3,5048,0.0865,0.1206,0.4250,0.4250,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_R.prefab,SeriesV4,Optic_Recon_R,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,3,3,6204,0.1000,0.1380,0.5138,0.5138,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_S.prefab,SeriesV4,Optic_Recon_S,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,3340,0.0675,0.1677,0.4643,0.4643,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_U.prefab,SeriesV4,Optic_Recon_U,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,3320,0.0821,0.1113,0.3705,0.3705,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Side/Optic_X.prefab,SeriesV4,Optic_X,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1280,0.1257,0.1145,0.0759,0.1257,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Side/Optic_Y.prefab,SeriesV4,Optic_Y,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1040,0.1289,0.1202,0.0605,0.1289,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_A.prefab,SeriesV4,Stock_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2126,0.0550,0.1613,0.2653,0.2653,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_B.prefab,SeriesV4,Stock_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2278,0.0500,0.1613,0.2522,0.2522,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_C.prefab,SeriesV4,Stock_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2704,0.0633,0.1785,0.3637,0.3637,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_D.prefab,SeriesV4,Stock_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2040,0.0550,0.1700,0.2338,0.2338,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_D_2.prefab,SeriesV4,Stock_D_2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2234,0.0550,0.1838,0.2338,0.2338,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bayonets/Bayonet_A.prefab,SeriesV4,Bayonet_A,AttachmentOrPart,no weapon family could be inferred from the model,,,,,,1,1,1238,0.0415,0.1019,0.3650,0.3650,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bayonets/Bayonet_B.prefab,SeriesV4,Bayonet_B,AttachmentOrPart,no weapon family could be inferred from the model,,,,,,1,1,1260,0.0325,0.0994,0.3680,0.3680,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bayonets/Bayonet_C.prefab,SeriesV4,Bayonet_C,AttachmentOrPart,no weapon family could be inferred from the model,,,,,,1,1,2176,0.0325,0.1110,0.3276,0.3276,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bipods/Bipod_D.prefab,SeriesV4,Bipod_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,3,3,3340,0.1189,0.2540,0.0908,0.2540,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bipods/Bipod_E.prefab,SeriesV4,Bipod_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,3,3,2606,0.1123,0.2590,0.0435,0.2590,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AA.prefab,SeriesV4,ForwardGrip_AA,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2676,0.0475,0.0913,0.0645,0.0913,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AB.prefab,SeriesV4,ForwardGrip_AB,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1420,0.0510,0.0900,0.0550,0.0900,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AC.prefab,SeriesV4,ForwardGrip_AC,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,808,0.0535,0.1500,0.0900,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AD.prefab,SeriesV4,ForwardGrip_AD,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,696,0.0485,0.0515,0.0850,0.0850,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AE.prefab,SeriesV4,ForwardGrip_AE,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,904,0.0575,0.1175,0.0560,0.1175,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AF.prefab,SeriesV4,ForwardGrip_AF,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1158,0.0460,0.1144,0.1057,0.1144,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AG.prefab,SeriesV4,ForwardGrip_AG,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2172,0.0540,0.1463,0.0600,0.1463,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AG_Sand.prefab,SeriesV4,ForwardGrip_AG_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,2172,0.0540,0.1463,0.0600,0.1463,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AH.prefab,SeriesV4,ForwardGrip_AH,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1328,0.0490,0.1485,0.0705,0.1485,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AH_Sand.prefab,SeriesV4,ForwardGrip_AH_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1328,0.0490,0.1485,0.0705,0.1485,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AI.prefab,SeriesV4,ForwardGrip_AI,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1164,0.0465,0.1374,0.1122,0.1374,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AJ.prefab,SeriesV4,ForwardGrip_AJ,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1756,0.0465,0.1263,0.1294,0.1294,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_W.prefab,SeriesV4,ForwardGrip_W,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,574,0.0450,0.0865,0.0634,0.0865,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_W_Sand.prefab,SeriesV4,ForwardGrip_W_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,574,0.0450,0.0865,0.0634,0.0865,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_X.prefab,SeriesV4,ForwardGrip_X,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,916,0.0525,0.1613,0.0625,0.1613,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_X_Sand.prefab,SeriesV4,ForwardGrip_X_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,916,0.0525,0.1613,0.0625,0.1613,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_Y.prefab,SeriesV4,ForwardGrip_Y,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,576,0.0470,0.0903,0.0485,0.0903,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_Z.prefab,SeriesV4,ForwardGrip_Z,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1158,0.0500,0.0533,0.0665,0.0665,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/MasterKeys/MasterKey_A.prefab,SeriesV4,MasterKey_A,AttachmentOrPart,no weapon family could be inferred from the model,,,,,,7,7,4346,0.0636,0.2234,0.4832,0.4832,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/MasterKeys/MasterKey_B.prefab,SeriesV4,MasterKey_B,AttachmentOrPart,no weapon family could be inferred from the model,,,,,,3,3,2154,0.0550,0.1355,0.5814,0.5814,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_A.prefab,SeriesV4,Bullet_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,172,0.0121,0.0140,0.0740,0.0740,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_B.prefab,SeriesV4,Bullet_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,268,0.0121,0.0140,0.0720,0.0720,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_Belt.prefab,SeriesV4,Bullet_Belt,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,104,0.0180,0.0160,0.0175,0.0180,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_Belt_B.prefab,SeriesV4,Bullet_Belt_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,280,0.0180,0.0168,0.0308,0.0308,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_C.prefab,SeriesV4,Bullet_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,196,0.0121,0.0140,0.0750,0.0750,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_D.prefab,SeriesV4,Bullet_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,184,0.0120,0.0139,0.0652,0.0652,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_E.prefab,SeriesV4,Bullet_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,208,0.0121,0.0140,0.0725,0.0725,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Grenades/Bullets_Grenade_PreSet/Bullets_Grenade_D.prefab,SeriesV4,Bullets_Grenade_D,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,4,4,968,0.0348,0.0402,0.0683,0.0683,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Grenades/Grenade_C.prefab,SeriesV4,Grenade_C,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,2,2,328,0.0351,0.0405,0.0652,0.0652,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Grenades/Grenade_D.prefab,SeriesV4,Grenade_D,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,2,2,484,0.0348,0.0402,0.0683,0.0683,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_A.prefab,SeriesV4,Bullet_Pistol_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,148,0.0116,0.0134,0.0323,0.0323,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_B.prefab,SeriesV4,Bullet_Pistol_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,196,0.0116,0.0134,0.0323,0.0323,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_C.prefab,SeriesV4,Bullet_Pistol_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,172,0.0116,0.0134,0.0330,0.0330,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_D.prefab,SeriesV4,Bullet_Pistol_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,184,0.0116,0.0134,0.0323,0.0323,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_E.prefab,SeriesV4,Bullet_Pistol_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,2,2,220,0.0116,0.0134,0.0330,0.0330,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_A.prefab,SeriesV4,Bullet_Recon_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,184,0.0183,0.0211,0.1046,0.1046,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_B.prefab,SeriesV4,Bullet_Recon_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,280,0.0183,0.0211,0.0979,0.0979,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_C.prefab,SeriesV4,Bullet_Recon_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,208,0.0183,0.0211,0.1046,0.1046,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_D.prefab,SeriesV4,Bullet_Recon_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,232,0.0183,0.0211,0.1029,0.1029,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_E.prefab,SeriesV4,Bullet_Recon_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,2,2,208,0.0183,0.0211,0.1036,0.1036,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_A.prefab,SeriesV4,Bullet_ShotGun_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,164,0.0238,0.0275,0.0813,0.0813,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
