runtime_key,asset_path,addressable_label,profile,use_case
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.fireball","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.creature.plant_boss.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_heavy.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_small.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.fireball2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.creature.plant_boss.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball2.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_heavy.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball2.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_small.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_fireball2.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.flash","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_flash.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.frost","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_frost.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.gas","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.creature.plant_boss.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_heavy.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_small.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.gas2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.creature.plant_boss.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas2.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_heavy.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas2.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"sfx.creature.plant_small.attack","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_gas2.wav","zw-audio-world","impact","3D creature attack hurt death or movement"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.grenade","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_grenade.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.laser","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_laser.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.laser.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_laser.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.laser02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_laser02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.laser.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_laser02.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.laser03","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_laser03.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.laser.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_laser03.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.lightning","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_lightning.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.energy.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_lightning.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.lightning2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_lightning2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.energy.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_lightning2.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.magic","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_magic.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.mystic","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_mystic.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.nuke","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_nuke.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.pistol02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_pistol02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.pistol03","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_pistol03.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.rocket","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_rocket.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_rocket.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.rocket02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_rocket02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_rocket02.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.rocket03","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_rocket03.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.fire","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_rocket03.wav","zw-audio-world","impact","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.snowball","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_snowball.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.soul","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_soul.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.storm","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_storm.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.spawn","Assets/ThirdParty/Epic Toon FX/Sound/etfx_spawn.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.stun01","Assets/ThirdParty/Epic Toon FX/Sound/etfx_stun01.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.stun02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_stun02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.target.hit","Assets/ThirdParty/Epic Toon FX/Sound/etfx_target_hit.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.pickup.coin","Assets/ThirdParty/Epic Toon FX/Sound/etfx_target_hit.wav","zw-audio-world","impact","pickup feedback"
"sfx.pickup.gem","Assets/ThirdParty/Epic Toon FX/Sound/etfx_target_hit.wav","zw-audio-world","impact","pickup feedback"
"library.zombiehorrorpackagefree.wav.bite.zombie.attack.bite.001","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.bite.zombie.attack.bite.002","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/Bite/Zombie_Attack_Bite_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.blood.blood.splash.a.001","Assets/ZombieHorrorPackageFree/WAV/Blood/Blood_Splash_A_001.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.heavy","Assets/ZombieHorrorPackageFree/WAV/Blood/Blood_Splash_A_001.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.blood.blood.splash.a.002","Assets/ZombieHorrorPackageFree/WAV/Blood/Blood_Splash_A_002.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.heavy","Assets/ZombieHorrorPackageFree/WAV/Blood/Blood_Splash_A_002.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.blood.blood.splash.a.003","Assets/ZombieHorrorPackageFree/WAV/Blood/Blood_Splash_A_003.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.heavy","Assets/ZombieHorrorPackageFree/WAV/Blood/Blood_Splash_A_003.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.bodyfall.foley.bodyfall.001","Assets/ZombieHorrorPackageFree/WAV/BodyFall/Foley_BodyFall_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.death","Assets/ZombieHorrorPackageFree/WAV/BodyFall/Foley_BodyFall_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.bodyfall.foley.bodyfall.002","Assets/ZombieHorrorPackageFree/WAV/BodyFall/Foley_BodyFall_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.death","Assets/ZombieHorrorPackageFree/WAV/BodyFall/Foley_BodyFall_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.bodyfall.foley.bodyfall.003","Assets/ZombieHorrorPackageFree/WAV/BodyFall/Foley_BodyFall_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.death","Assets/ZombieHorrorPackageFree/WAV/BodyFall/Foley_BodyFall_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.eat.zombie.eat.001","Assets/ZombieHorrorPackageFree/WAV/Eat/Zombie_Eat_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Eat/Zombie_Eat_001.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.eat.zombie.eat.002","Assets/ZombieHorrorPackageFree/WAV/Eat/Zombie_Eat_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Eat/Zombie_Eat_002.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.eat.zombie.eat.003","Assets/ZombieHorrorPackageFree/WAV/Eat/Zombie_Eat_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Eat/Zombie_Eat_003.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.foley.foley.crawling.a.001","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Crawling_A_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Crawling_A_001.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.foley.foley.crawling.a.002","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Crawling_A_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Crawling_A_002.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.foley.foley.crawling.a.003","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Crawling_A_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Crawling_A_003.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.foley.foley.movement.clothes.a.001","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Movement_Clothes_A_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Movement_Clothes_A_001.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.foley.foley.movement.clothes.a.002","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Movement_Clothes_A_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Movement_Clothes_A_002.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.foley.foley.movement.clothes.a.003","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Movement_Clothes_A_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.horde.movement_bed","Assets/ZombieHorrorPackageFree/WAV/Foley/Foley_Movement_Clothes_A_003.wav","zw-audio-zombies","creature","gameplay SFX"
"library.zombiehorrorpackagefree.wav.footsteps.footsteps.zombie.concret.001","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.step","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.footsteps.footsteps.zombie.concret.002","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.step","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.footsteps.footsteps.zombie.concret.003","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.step","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.footsteps.footsteps.zombie.concret.004","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_004.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.step","Assets/ZombieHorrorPackageFree/WAV/Footsteps/Footsteps_Zombie_concret_004.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.impact.impact.flesh.001","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_001.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.light","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_001.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.impact.impact.flesh.002","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_002.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.light","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_002.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.impact.impact.flesh.003","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_003.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.light","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_003.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.impact.impact.flesh.gory.light.001","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_Gory_Light_001.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.heavy","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_Gory_Light_001.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.impact.impact.flesh.gory.light.002","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_Gory_Light_002.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.impact.flesh.heavy","Assets/ZombieHorrorPackageFree/WAV/Impact/Impact_Flesh_Gory_Light_002.wav","zw-audio-world","impact","3D material impact"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.attack.a.001","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.attack.a.002","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.attack.a.003","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.hurt.a.001","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Hurt_A_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.hurt","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Hurt_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.hurt.a.002","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Hurt_A_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.hurt","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Hurt_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.hurt.a.003","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Hurt_A_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.hurt","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Hurt_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.idle.a.001","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Idle_A_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.idle.a.002","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Idle_A_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"library.zombiehorrorpackagefree.wav.vo.zombie01.zombie001.idle.a.003","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie01/Zombie001_Idle_A_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"library.zombiehorrorpackagefree.wav.vo.zombie03.zombie003.attack.a.001","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie03.zombie003.attack.a.002","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_002.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_002.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie03.zombie003.attack.a.003","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_003.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.flesh.attack","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Attack_A_003.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.zombiehorrorpackagefree.wav.vo.zombie03.zombie003.hurt.a.001","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Hurt_A_001.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.flesh.hurt","Assets/ZombieHorrorPackageFree/WAV/VO/Zombie03/Zombie003_Hurt_A_001.wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
