path	pack	name	tris	bx	by	bz	renderers	mats	shaders	hasGrip
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_H.prefab	ShotgunPack2	ForwardGrip_H	532	0.0475	0.1175	0.0625	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_I.prefab	ShotgunPack2	ForwardGrip_I	616	0.0500	0.1000	0.1538	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_R.prefab	ShotgunPack2	ForwardGrip_R	388	0.0450	0.1163	0.1068	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_S.prefab	ShotgunPack2	ForwardGrip_S	360	0.0500	0.1050	0.0638	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_T.prefab	ShotgunPack2	ForwardGrip_T	892	0.0475	0.1638	0.0575	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Bullets/Bullet_ShotGun_A.prefab	ShotgunPack2	Bullet_ShotGun_A	164	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Bullets/Bullet_ShotGun_B.prefab	ShotgunPack2	Bullet_ShotGun_B	188	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Bullets/Bullet_ShotGun_C.prefab	ShotgunPack2	Bullet_ShotGun_C	476	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Bullets/Bullet_ShotGun_D.prefab	ShotgunPack2	Bullet_ShotGun_D	240	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Weapons/ShotGun_F.prefab	ShotgunPack2	ShotGun_F	7706	0.0894	0.2200	0.5693	10	10	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Weapons/ShotGun_G.prefab	ShotgunPack2	ShotGun_G	6822	0.0688	0.2131	0.5335	10	10	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Weapons/ShotGun_H.prefab	ShotgunPack2	ShotGun_H	6648	0.1018	0.3009	0.5844	11	11	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Weapons/ShotGun_I.prefab	ShotgunPack2	ShotGun_I	8498	0.1175	0.2529	0.5560	13	13	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Weapons/ShotGun_J.prefab	ShotgunPack2	ShotGun_J	6636	0.1025	0.3025	0.6189	8	8	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Down.prefab	SMGPack2	Rail_A_Down	184	0.0325	0.0120	0.1375	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Left.prefab	SMGPack2	Rail_A_Left	184	0.0120	0.0325	0.1375	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Right.prefab	SMGPack2	Rail_A_Right	184	0.0120	0.0325	0.1375	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Up.prefab	SMGPack2	Rail_A_Up	184	0.0325	0.0120	0.1375	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_A_Left.prefab	SMGPack2	Laser_A_Left	346	0.0387	0.0650	0.1275	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_A_Right.prefab	SMGPack2	Laser_A_Right	346	0.0387	0.0650	0.1275	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_B_Left.prefab	SMGPack2	Laser_B_Left	544	0.0387	0.0700	0.1325	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_B_Right.prefab	SMGPack2	Laser_B_Right	544	0.0387	0.0700	0.1325	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_C_Left.prefab	SMGPack2	Laser_C_Left	718	0.0338	0.0775	0.1013	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_C_Right.prefab	SMGPack2	Laser_C_Right	718	0.0338	0.0775	0.1013	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_D_Left.prefab	SMGPack2	Laser_D_Left	796	0.0413	0.0750	0.1250	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_D_Right.prefab	SMGPack2	Laser_D_Right	796	0.0413	0.0750	0.1250	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_E_Left.prefab	SMGPack2	Laser_E_Left	878	0.0437	0.0700	0.1138	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_E_Right.prefab	SMGPack2	Laser_E_Right	878	0.0437	0.0700	0.1138	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_A_Left.prefab	SMGPack2	Light_A_Left	520	0.0564	0.0490	0.1875	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_A_Right.prefab	SMGPack2	Light_A_Right	520	0.0564	0.0490	0.1875	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_B_Left.prefab	SMGPack2	Light_B_Left	622	0.0446	0.0705	0.1375	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_B_Right.prefab	SMGPack2	Light_B_Right	622	0.0446	0.0705	0.1375	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_C_Left.prefab	SMGPack2	Light_C_Left	456	0.0275	0.0375	0.0613	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_C_Right.prefab	SMGPack2	Light_C_Right	456	0.0275	0.0375	0.0613	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_D_Left.prefab	SMGPack2	Light_D_Left	784	0.0612	0.0555	0.1525	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_D_Right.prefab	SMGPack2	Light_D_Right	784	0.0612	0.0555	0.1525	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_E_Left.prefab	SMGPack2	Light_E_Left	1180	0.0543	0.0389	0.1563	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_E_Right.prefab	SMGPack2	Light_E_Right	1180	0.0543	0.0389	0.1563	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Brake_A.prefab	SMGPack2	Muzzle_Brake_A	392	0.0260	0.0300	0.0650	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Brake_B.prefab	SMGPack2	Muzzle_Brake_B	256	0.0303	0.0350	0.0600	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Brake_C.prefab	SMGPack2	Muzzle_Brake_C	800	0.0325	0.0375	0.0825	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Brake_D.prefab	SMGPack2	Muzzle_Brake_D	568	0.0331	0.0382	0.1150	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Brake_E.prefab	SMGPack2	Muzzle_Brake_E	296	0.0346	0.0400	0.0575	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Flash Hider_A.prefab	SMGPack2	Muzzle_Flash Hider_A	488	0.0260	0.0300	0.0650	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Flash Hider_B.prefab	SMGPack2	Muzzle_Flash Hider_B	474	0.0303	0.0350	0.1087	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Flash Hider_C.prefab	SMGPack2	Muzzle_Flash Hider_C	708	0.0314	0.0363	0.1063	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Flash Hider_D.prefab	SMGPack2	Muzzle_Flash Hider_D	620	0.0260	0.0300	0.0687	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Flash Hider_E.prefab	SMGPack2	Muzzle_Flash Hider_E	464	0.0333	0.0385	0.0737	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Suppressor_A.prefab	SMGPack2	Muzzle_Suppressor_A	292	0.0429	0.0495	0.2375	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Suppressor_B.prefab	SMGPack2	Muzzle_Suppressor_B	364	0.0507	0.0585	0.2675	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Suppressor_C.prefab	SMGPack2	Muzzle_Suppressor_C	452	0.0476	0.0550	0.1550	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Suppressor_D.prefab	SMGPack2	Muzzle_Suppressor_D	484	0.0405	0.0468	0.2400	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Suppressor_E.prefab	SMGPack2	Muzzle_Suppressor_E	296	0.0429	0.0495	0.2625	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Muzzles/Muzzle_Suppressor_H.prefab	SMGPack2	Muzzle_Suppressor_H	536	0.0425	0.0650	0.2813	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_A.prefab	SMGPack2	Optic_A	524	0.0450	0.0658	0.0756	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_B.prefab	SMGPack2	Optic_B	606	0.0500	0.0876	0.1300	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_C.prefab	SMGPack2	Optic_C	932	0.0645	0.1243	0.2020	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_D.prefab	SMGPack2	Optic_D	786	0.0512	0.0896	0.1600	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_E.prefab	SMGPack2	Optic_E	858	0.0600	0.0861	0.0881	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_F.prefab	SMGPack2	Optic_F	858	0.0550	0.1031	0.0900	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_G.prefab	SMGPack2	Optic_G	932	0.0575	0.0712	0.0438	4	4	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_H.prefab	SMGPack2	Optic_H	1798	0.0663	0.1461	0.1763	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_I.prefab	SMGPack2	Optic_I	1220	0.0600	0.0918	0.1175	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_J.prefab	SMGPack2	Optic_J	2128	0.0638	0.1347	0.1950	3	3	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_K.prefab	SMGPack2	Optic_K	1220	0.0667	0.1239	0.2097	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_L.prefab	SMGPack2	Optic_L	2052	0.0675	0.1008	0.2575	4	4	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_O.prefab	SMGPack2	Optic_O	1028	0.0550	0.1013	0.0738	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_P.prefab	SMGPack2	Optic_P	924	0.0550	0.0825	0.0700	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/Optics/Optic_Q.prefab	SMGPack2	Optic_Q	962	0.0550	0.0700	0.0800	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_A.prefab	SMGPack2	ForwardGrip_A	352	0.0525	0.0775	0.1700	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_B.prefab	SMGPack2	ForwardGrip_B	284	0.0500	0.1050	0.0675	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_C.prefab	SMGPack2	ForwardGrip_C	352	0.0440	0.1550	0.0600	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_D.prefab	SMGPack2	ForwardGrip_D	624	0.0450	0.1150	0.0700	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_E.prefab	SMGPack2	ForwardGrip_E	488	0.0500	0.1638	0.0450	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_F.prefab	SMGPack2	ForwardGrip_F	450	0.0500	0.0700	0.1275	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_G.prefab	SMGPack2	ForwardGrip_G	386	0.0525	0.0563	0.0565	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_H.prefab	SMGPack2	ForwardGrip_H	532	0.0475	0.1175	0.0625	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_I.prefab	SMGPack2	ForwardGrip_I	616	0.0500	0.1000	0.1538	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_L.prefab	SMGPack2	ForwardGrip_L	412	0.0500	0.0536	0.0650	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_M.prefab	SMGPack2	ForwardGrip_M	528	0.0525	0.0669	0.0641	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrip_N.prefab	SMGPack2	ForwardGrip_N	392	0.0500	0.0875	0.0688	1	1	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Bullets/Bullet_SMG_A.prefab	SMGPack2	Bullet_SMG_A	148	0.0133	0.0154	0.0330	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Bullets/Bullet_SMG_B.prefab	SMGPack2	Bullet_SMG_B	196	0.0133	0.0154	0.0330	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Bullets/Bullet_SMG_C.prefab	SMGPack2	Bullet_SMG_C	172	0.0133	0.0154	0.0343	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Bullets/Bullet_SMG_D.prefab	SMGPack2	Bullet_SMG_D	184	0.0133	0.0154	0.0338	2	2	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Weapons/SMG_F.prefab	SMGPack2	SMG_F	6533	0.0649	0.3323	0.5325	12	12	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Weapons/SMG_G.prefab	SMGPack2	SMG_G	5926	0.0725	0.3025	0.5962	15	15	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Weapons/SMG_H.prefab	SMGPack2	SMG_H	4246	0.0688	0.2800	0.5495	7	7	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Weapons/SMG_I.prefab	SMGPack2	SMG_I	4994	0.0645	0.2979	0.7103	7	7	Standard	False
Assets/Low Poly SMG Weapon Pack 2/Prefabs/Weapons/SMG_J.prefab	SMGPack2	SMG_J	7256	0.0674	0.2760	0.5250	14	14	Standard	False
